,0,1
21,dieskin_10804.wav,"{'alternative': [{'transcript': '斗兽之漆黑明主悔不当初', 'confidence': 0.86222494}, {'transcript': '斗兽之漆黑民主悔不当初'}, {'transcript': '龙兽之漆黑明主悔不当初'}, {'transcript': '兽之漆黑明主悔不当初'}, {'transcript': '龙兽之漆黑民主悔不当初'}], 'final': True}"
22,dieskin_109.wav,"{'alternative': [{'transcript': '重庆真不能11主拓原节子爱', 'confidence': 0.90568268}, {'transcript': '重庆真不能11主拓原节子唉'}, {'transcript': '重庆真不能一一主拓原节子爱'}, {'transcript': '重庆森不能11主拓原节子爱'}, {'transcript': '重庆真不能一一主拓原节子唉'}], 'final': True}"
23,dieskin_10901.wav,"{'alternative': [{'transcript': '次声波的是身不由己不来袭', 'confidence': 0.83892053}, {'transcript': '次声波的是身不由己不来虚的'}, {'transcript': '次声波的是身不由己不来时'}, {'transcript': '次声波的是身不由己的来说'}, {'transcript': '次声波的是身不由己的来袭'}], 'final': True}"
24,dieskin_10902.wav,"{'alternative': [{'transcript': '纵有万般不舍凶如何', 'confidence': 0.87751597}, {'transcript': '纵有万般不舍兄如何'}, {'transcript': '纵有万般不舍凶能如何'}, {'transcript': '纵有万般不舍就能如何'}, {'transcript': '纵有万般不舍兄能如何'}], 'final': True}"
25,dieskin_11001.wav,"{'alternative': [{'transcript': '好技巧将计就计', 'confidence': 0.81990659}, {'transcript': '好戏丑将计就计'}, {'transcript': '好戏就将计就计'}, {'transcript': '好记者将计就计'}, {'transcript': '好喜好将计就计'}], 'final': True}"
26,dieskin_11201.wav,"{'alternative': [{'transcript': '在夫妻造一支持听呀', 'confidence': 0.6767022}, {'transcript': '在父亲早已支持听呀'}, {'transcript': '在浮气躁一直尺天涯'}, {'transcript': '在附近找一直尺天涯'}, {'transcript': '再浮气躁一直尺天涯'}], 'final': True}"
27,dieskin_11202.wav,"{'alternative': [{'transcript': '天命饭测和发和药', 'confidence': 0.83026785}, {'transcript': '天命犯测和发和药'}, {'transcript': '天命饭测和发和要'}, {'transcript': '天命犯测合法和药'}, {'transcript': '天命犯侧何发和药'}], 'final': True}"
28,dieskin_11301.wav,"{'alternative': [{'transcript': '大胆肥人不输出', 'confidence': 0.78632122}, {'transcript': '大胆肥人不输中'}, {'transcript': '大胆肥人不输注'}, {'transcript': '大氮肥人不输出'}, {'transcript': '大胖肥人还不敷出'}], 'final': True}"
29,dieskin_11302.wav,"{'alternative': [{'transcript': '前往周我当判关系了', 'confidence': 0.81962866}, {'transcript': '前往周我当伴关系了'}, {'transcript': '前往周我当判官气了'}, {'transcript': '前往周我当盼关系了'}, {'transcript': '前往州我当判关系了'}], 'final': True}"
30,dieskin_11303.wav,"{'alternative': [{'transcript': '速拿支笔在叶一片', 'confidence': 0.77982956}, {'transcript': '速拿支笔在写一篇'}, {'transcript': '苏拿支笔在叶一片'}, {'transcript': '苏拿支笔在写一篇'}, {'transcript': '苏拿支笔在协议片'}], 'final': True}"
31,dieskin_11402.wav,"{'alternative': [{'transcript': '曹工安全变好', 'confidence': 0.83905965}, {'transcript': '曹公安全变好'}, {'transcript': '曹供安全变好'}, {'transcript': '曹更安全变好'}, {'transcript': '曹更安全便好'}], 'final': True}"
32,dieskin_11503.wav,"{'alternative': [{'transcript': '父亲你来救我了吗', 'confidence': 0.9582141}, {'transcript': '父亲您来救我了吗'}, {'transcript': '父亲进来救我了吗'}, {'transcript': '父亲因来救我了吗'}, {'transcript': '父亲拧来救我了吗'}], 'final': True}"
33,dieskin_11504.wav,"{'alternative': [{'transcript': '父亲修厂心亲了见你们了', 'confidence': 0.79546493}, {'transcript': '父亲修厂心亲了解你们了'}, {'transcript': '父亲修长清清了建议门了'}, {'transcript': '父亲修厂新清了见你们了'}, {'transcript': '父亲修长清清了解你们了'}], 'final': True}"
34,dieskin_11505.wav,"{'alternative': [{'transcript': '会数控枪们每天下之据武汉了', 'confidence': 0.81387907}, {'transcript': '慧树昆腔门美心下肢据武汉了'}, {'transcript': '会数宽枪们每天下之至武汉了'}, {'transcript': '会数控枪们每天下之至武汉了'}, {'transcript': '会数宽家们每天下之据武汉了'}], 'final': True}"
35,dieskin_11506.wav,"{'alternative': [{'transcript': '萧氏女人民继父亲', 'confidence': 0.83357573}, {'transcript': '萧氏女人免继父亲'}, {'transcript': '萧氏女人免其父亲'}, {'transcript': '萧氏女雇员免继父亲'}, {'transcript': '小侄女雇员免继父亲'}], 'final': True}"
36,dieskin_11507.wav,"{'alternative': [{'transcript': '可恨分令计划复仇难报', 'confidence': 0.83084399}, {'transcript': '可恨30G会复仇难报'}, {'transcript': '可恨30G恢复仇难报'}, {'transcript': '可恨更令计划复仇难报'}, {'transcript': '可恨30G为复仇难报'}], 'final': True}"
37,dieskin_11601.wav,"{'alternative': [{'transcript': '临床案迁难度', 'confidence': 0.648229}, {'transcript': '071船岸线长度'}, {'transcript': '灵璧传感器人难度'}, {'transcript': '令集团暗器人谈妥'}, {'transcript': '您的传感器人难度'}], 'final': True}"
38,dieskin_11603.wav,"{'alternative': [{'transcript': '车联半生肖勇将比特币命优势下', 'confidence': 0.83210105}, {'transcript': '车联半生肖勇价比招毙命优势下'}, {'transcript': '车联半生肖勇将比招毙命优势下'}, {'transcript': '车联办生肖勇价比招毙命优势下'}, {'transcript': '车联半生肖永强比招毙命优势下'}], 'final': True}"
39,dieskin_11701.wav,"{'alternative': [{'transcript': '波夫公近终于又能在一起了', 'confidence': 0.87674093}, {'transcript': '多夫攻击终于又能在一起了'}, {'transcript': '多夫攻尽终于又能在一起了'}, {'transcript': '波夫宫近终于又能在一起了'}, {'transcript': '波斯宫近终于又能在一起了'}], 'final': True}"
40,dieskin_11702.wav,"{'alternative': [{'transcript': '附近', 'confidence': 0.91010696}, {'transcript': '静静'}, {'transcript': '毕竟'}, {'transcript': '定价'}], 'final': True}"
41,dieskin_11703.wav,"{'alternative': [{'transcript': '还能你妹子在叙境内支持', 'confidence': 0.86936903}, {'transcript': '这还能你妹子在叙境内支持'}, {'transcript': '还能给妹子在叙境内支持'}, {'transcript': '还能你妹子在叙境内支起'}, {'transcript': '这还能你妹子在叙境内支起'}], 'final': True}"
42,dieskin_11801.wav,"{'alternative': [{'transcript': '父亲是我做错了吗', 'confidence': 0.96326149}, {'transcript': '夫妻是我做错了吗'}, {'transcript': '不起是我做错了吗'}, {'transcript': '父亲是我做错错了吗'}, {'transcript': '夫妻是我做错错了吗'}], 'final': True}"
43,dieskin_11802.wav,"{'alternative': [{'transcript': '明星资讯知识', 'confidence': 0.77326417}, {'transcript': '明星资讯新知识'}, {'transcript': '明星资讯军事知识'}, {'transcript': '民心之熏熏心之时'}, {'transcript': '明星资讯讯新知识'}], 'final': True}"
44,dieskin_11803.wav,"{'alternative': [{'transcript': '陈凤馨的头骨致命岂敢怀部种植性', 'confidence': 0.76757032}, {'transcript': '陈凤馨的头骨致命的感怀部重制新'}, {'transcript': '陈奉献帝托孤之命岂敢怀部重制新'}, {'transcript': '陈凤馨的头骨致命的感怀不重质心'}, {'transcript': '陈凤馨的头骨致命的感怀不重置信'}], 'final': True}"
45,dieskin_11901.wav,"{'alternative': [{'transcript': '黄金为何', 'confidence': 0.72629726}, {'transcript': '黄建为何'}, {'transcript': '黄天会黑'}, {'transcript': '黄天会合'}, {'transcript': '皇家为何'}], 'final': True}"
46,dieskin_11902.wav,"{'alternative': [{'transcript': '成功的公司', 'confidence': 0.63256669}, {'transcript': '天公司提供'}, {'transcript': '全公司提供'}, {'transcript': '宣公司提供'}, {'transcript': '迁公司提供'}], 'final': True}"
47,dieskin_11903.wav,"{'alternative': [{'transcript': '郑州滚用了吗', 'confidence': 0.84951609}, {'transcript': '郑州官用了吗'}, {'transcript': '郑州观用了吗'}, {'transcript': '郑州丨用了吗'}, {'transcript': '郑州关用了吗'}], 'final': True}"
48,dieskin_1201.wav,"{'alternative': [{'transcript': '曲下13分过的使命结束了', 'confidence': 0.9142462}, {'transcript': '取下13分过的使命结束了'}, {'transcript': '体下13分过的使命结束了'}, {'transcript': '天下13分过的使命结束了'}, {'transcript': '去下13分过的使命结束了'}], 'final': True}"
49,dieskin_1203.wav,"{'alternative': [{'transcript': '既生瑜何生', 'confidence': 0.96955603}, {'transcript': '既生瑜何升'}, {'transcript': '既生瑜何生物'}], 'final': True}"
50,dieskin_1204.wav,"{'alternative': [{'transcript': '所谓一时瑜亮还是我自信的筹码', 'confidence': 0.94985086}, {'transcript': '所谓一时瑜亮还是我自信力筹码'}, {'transcript': '所谓一时瑜亮还是我自信一筹码'}, {'transcript': '所谓一时瑜亮还是我确信一筹码'}, {'transcript': '所谓一时瑜亮还是我是信一筹码'}], 'final': True}"
51,dieskin_12102.wav,"{'alternative': [{'transcript': '不能再为助攻下第1了', 'confidence': 0.91211432}, {'transcript': '不能在为助攻下第1了'}, {'transcript': '不可能再为助攻下第1了'}, {'transcript': '不能在卫助攻下第1了'}, {'transcript': '不可能在为助攻下第1了'}], 'final': True}"
52,dieskin_12103.wav,"{'alternative': [{'transcript': '传令小儿精神龙剑', 'confidence': 0.71482086}, {'transcript': '船龄小儿精神龙剑'}, {'transcript': '传令小儿子神龙剑'}, {'transcript': '船龄小而精神龙剑'}, {'transcript': '船龄小而精神龙见'}], 'final': True}"
53,dieskin_12202.wav,"{'alternative': [{'transcript': '将军我先走一步', 'confidence': 0.87244403}, {'transcript': '惊觉我先走一步'}, {'transcript': '请给我先走一步'}, {'transcript': '总觉我先走一步'}, {'transcript': '京剧我先走一步'}], 'final': True}"
54,dieskin_12203.wav,"{'alternative': [{'transcript': '不差钱就好', 'confidence': 0.69476086}, {'transcript': '福清泉就好'}, {'transcript': '莆田9号'}, {'transcript': '不齐全就好'}, {'transcript': '和弃权就好'}], 'final': True}"
55,dieskin_12204.wav,"{'alternative': [{'transcript': '点进去还挺保护康复器', 'confidence': 0.82546926}, {'transcript': '点进去还挺保护好父亲'}, {'transcript': '点进去还挺包括号负七'}, {'transcript': '点进去还挺保护和服气'}, {'transcript': '点进去还挺包括口服气'}], 'final': True}"
56,dieskin_12301.wav,"{'alternative': [{'transcript': '女生系主任性', 'confidence': 0.83824241}, {'transcript': '女生系主任务性'}, {'transcript': '女生气主机微信'}, {'transcript': '女生器主机微信'}, {'transcript': '女生系主任务信'}], 'final': True}"
57,dieskin_12302.wav,"{'alternative': [{'transcript': '恢复国正式升格西', 'confidence': 0.80663335}, {'transcript': '富国正式升格西'}, {'transcript': '我国正式升格西'}, {'transcript': '富国正式参和西'}, {'transcript': '恢复国正式参和西'}], 'final': True}"
58,dieskin_12401.wav,"{'alternative': [{'transcript': '会逝去日子', 'confidence': 0.64330053}, {'transcript': '瑞士维氏'}, {'transcript': '对逝去日子'}, {'transcript': '为逝去日子'}, {'transcript': '为逝去的日子'}], 'final': True}"
59,dieskin_12402.wav,"{'alternative': [{'transcript': '强弱马独立人亡两不知', 'confidence': 0.89326376}, {'transcript': '强弱吗独立人亡两不知'}, {'transcript': '抢入马独立人亡两不知'}, {'transcript': '强弱满独立人亡两不知'}, {'transcript': '强弱玛独立人亡两不知'}], 'final': True}"
60,dieskin_12403.wav,"{'alternative': [{'transcript': '父亲和母亲在哪', 'confidence': 0.83185041}, {'transcript': '父亲母亲在哪'}, {'transcript': '父亲或母亲在哪'}, {'transcript': '父亲和母亲们在哪'}, {'transcript': '父亲和母亲你们在哪'}], 'final': True}"
61,dieskin_12404.wav,"{'alternative': [{'transcript': '愿一秒秒至是又我大汉之谷', 'confidence': 0.74906874}, {'transcript': '怨一秒秒至是又我大汉之谷'}, {'transcript': '愿意苗苗至是又我大汉之谷'}, {'transcript': '怨一苗苗志是又我大汉之谷'}, {'transcript': '愿意苗苗至是又我大汉治愈'}], 'final': True}"
62,dieskin_12405.wav,"{'alternative': [{'transcript': '这一句那大还是男性', 'confidence': 0.8621071}, {'transcript': '这一句南大还是男性'}, {'transcript': '这一句拿大还是男性'}, {'transcript': '这一句那大概是男性'}, {'transcript': '这1句那大还是男性'}], 'final': True}"
63,dieskin_12501.wav,"{'alternative': [{'transcript': '虎族周期元素原厂', 'confidence': 0.64978868}, {'transcript': 'hoodoos周全溯源'}, {'transcript': '虎猪周期元素原厂'}, {'transcript': '户主周全溯源'}, {'transcript': 'hoodoos周期元素原厂'}], 'final': True}"
64,dieskin_12601.wav,"{'alternative': [{'transcript': '剪长发坐命休矣', 'confidence': 0.74065769}, {'transcript': '健康发坐命休矣'}, {'transcript': '减重发作命休矣'}, {'transcript': '剪长发作命休矣'}, {'transcript': '剪长发做命休矣'}], 'final': True}"
65,dieskin_12602.wav,"{'alternative': [{'transcript': '抢50阵容事物确实性', 'confidence': 0.71906316}, {'transcript': '将50阵容事物确实性'}, {'transcript': '香菇灵阵容是无缺时性强东'}, {'transcript': '抢50阵容是无缺时性强东'}, {'transcript': '抢50阵容事物确实性强东'}], 'final': True}"
66,dieskin_12701.wav,"{'alternative': [{'transcript': '中华雄景山什么样', 'confidence': 0.86752343}, {'transcript': '中华雄金山什么样'}, {'transcript': '中华雄劲山什么样'}, {'transcript': '中华雄景山怎么样'}, {'transcript': '中华雄静山什么样'}], 'final': True}"
67,dieskin_12801.wav,"{'alternative': [{'transcript': '你不会和失信于我', 'confidence': 0.82103318}, {'transcript': '你不会和私讯我'}, {'transcript': '你们会和失信于我'}, {'transcript': '你不会和私信我'}, {'transcript': '你们会和私讯我'}], 'final': True}"
68,dieskin_12802.wav,"{'alternative': [{'transcript': '那是一幅秀一正又成你了', 'confidence': 0.80689901}, {'transcript': '那是一幅秀一家又成你了'}, {'transcript': '那是一幅秀一仗又成你了'}, {'transcript': '马师一族就已将又成你了'}, {'transcript': '马氏一族就已证又成你了'}], 'final': True}"
69,dieskin_12901.wav,"{'alternative': [{'transcript': '大丈夫死死鱼', 'confidence': 0.87040067}, {'transcript': '大丈夫死死于'}, {'transcript': '大丈夫死得死鱼'}, {'transcript': '大丈夫死者死于'}, {'transcript': '大丈夫死狗死于'}], 'final': True}"
70,dieskin_12903.wav,"{'alternative': [{'transcript': '胸部的司马氏', 'confidence': 0.85965317}, {'transcript': '总部的司马氏'}, {'transcript': '熊布的司马氏'}, {'transcript': '胸部的司马师'}, {'transcript': '总部的司马师'}], 'final': True}"
71,dieskin_13001.wav,"{'alternative': [{'transcript': '人生70古来稀少一致词成武汉', 'confidence': 0.89431393}, {'transcript': '人生70古来稀受一致词成武汉'}, {'transcript': '人生70古来稀少一致辞成武汉'}, {'transcript': '人生70古来稀少一致词城武汉'}, {'transcript': '人生70古来稀受一致辞成武汉'}], 'final': True}"
72,dieskin_1304.wav,[]
73,dieskin_1305.wav,"{'alternative': [{'transcript': '是啊', 'confidence': 0.6558708}, {'transcript': '40'}, {'transcript': '四啊'}, {'transcript': '40啊'}, {'transcript': '死了'}], 'final': True}"
74,dieskin_1306.wav,"{'alternative': [{'transcript': '乱世佳人放松石现飞跃', 'confidence': 0.86079085}, {'transcript': '乱世佳人放松的新飞跃'}, {'transcript': '乱世佳人放松担心飞跃'}, {'transcript': '乱世佳人放松担心飞燕'}, {'transcript': '乱世佳人放松石限飞跃'}], 'final': True}"
75,dieskin_1307.wav,"{'alternative': [{'transcript': '易君如流水日夜无锡市', 'confidence': 0.85745233}, {'transcript': '易君如流水日夜呼吸时'}, {'transcript': '宜君如流水日夜无锡市'}, {'transcript': '易君如流水日夜无锡时'}, {'transcript': '易君如流水日夜无锡石'}], 'final': True}"
76,dieskin_13101.wav,"{'alternative': [{'transcript': '凶神恶煞', 'confidence': 0.88940394}, {'transcript': '深圳'}, {'transcript': '听诊器'}, {'transcript': '深圳好吃'}, {'transcript': '清蒸虾'}], 'final': True}"
77,dieskin_13102.wav,"{'alternative': [{'transcript': '信啊还有160给本宫自己', 'confidence': 0.91658884}, {'transcript': '兴啊还有160给本宫自己'}, {'transcript': '信啊还有eBay要给本宫自己'}, {'transcript': '行啊还有160给本宫自己'}, {'transcript': '兴啊还有eBay要给本宫自己'}], 'final': True}"
78,dieskin_13201.wav,"{'alternative': [{'transcript': '四面皆敌退路阶段取灭金绝个成长', 'confidence': 0.88938588}, {'transcript': '四面皆敌退路阶段取灭金珏个成长'}, {'transcript': '四面皆敌退路阶段取灭金阙个成长'}, {'transcript': '四面皆敌退路阶段取灭金绝一个成长'}, {'transcript': '四面皆敌退路阶段取灭金觉个成长'}], 'final': True}"
79,dieskin_13202.wav,"{'alternative': [{'transcript': '颤悠长而天道无常敏捷', 'confidence': 0.67198586}, {'transcript': '酱油厂儿添购物场定价'}, {'transcript': '畅游长儿添购物场定价'}, {'transcript': '长悠长而天道无常敏捷'}, {'transcript': '颤悠长而天道无常便捷'}], 'final': True}"
80,dieskin_13203.wav,"{'alternative': [{'transcript': '陈', 'confidence': 0.63187146}, {'transcript': '水门'}, {'transcript': '沉'}, {'transcript': '死神'}], 'final': True}"
81,dieskin_13204.wav,"{'alternative': [{'transcript': '常规赛成绩', 'confidence': 0.70532936}, {'transcript': '展开为期成绩'}, {'transcript': '真可谓成绩'}, {'transcript': '参考位置成绩'}, {'transcript': '陈科维奇成绩'}], 'final': True}"
82,dieskin_13301.wav,"{'alternative': [{'transcript': '马坤人季军修一', 'confidence': 0.78525108}, {'transcript': '马坤人际均修一'}, {'transcript': '马坤人几乎均修一'}, {'transcript': '马坤人系军修一'}, {'transcript': '马坤人季军休一'}], 'final': True}"
83,dieskin_13401.wav,"{'alternative': [{'transcript': '50乘100组供暖和不得身心的', 'confidence': 0.94199502}, {'transcript': '不是成衣的主供暖和不得身心的'}, {'transcript': '50乘100除供暖和不得身心的'}, {'transcript': '无耻成100组供暖和不得身心的'}, {'transcript': '50乘一再阻供暖和不得身心的'}], 'final': True}"
84,dieskin_13501.wav,"{'alternative': [{'transcript': '奈何生于帝王家', 'confidence': 0.94458371}, {'transcript': '在合生于帝王家'}, {'transcript': '太和生于帝王家'}, {'transcript': '奈何生女帝王家'}, {'transcript': '那一盒生于帝王家'}], 'final': True}"
85,dieskin_13502.wav,"{'alternative': [{'transcript': '姐妹之间何必这次', 'confidence': 0.83170933}, {'transcript': '清肺之间何必这次'}, {'transcript': '纤维之间何必这次'}, {'transcript': '欠费之间何必这次'}, {'transcript': '且为之间何必这次'}], 'final': True}"
86,dieskin_13503.wav,"{'alternative': [{'transcript': '荆州到武汉冤去番禺单清欢我清', 'confidence': 0.92698932}, {'transcript': '荆州到武汉冤去番禺单清欢我青'}, {'transcript': '荆州到武汉冤去番禺单清欢我轻'}, {'transcript': '荆州到武汉冤去番禺单清欢我听'}, {'transcript': '荆州到武汉渊去番禺单清欢我清'}], 'final': True}"
87,dieskin_13601.wav,"{'alternative': [{'transcript': '猴子城共存亡', 'confidence': 0.87378114}, {'transcript': '赤城共存亡'}, {'transcript': '子城共存亡'}, {'transcript': '此城共存亡'}, {'transcript': '智城共存亡'}], 'final': True}"
88,dieskin_13701.wav,"{'alternative': [{'transcript': '明目录突见面见似的', 'confidence': 0.7476632}, {'transcript': '尼莫洛托夫见面见似的'}, {'transcript': '明木屋路土屋见面见似的'}, {'transcript': '明目录土屋前面见似的'}, {'transcript': '名木屋路土屋见面见似的'}], 'final': True}"
89,dieskin_13901.wav,"{'alternative': [{'transcript': '是不经大势已去', 'confidence': 0.87285495}, {'transcript': '苏军大势已去'}, {'transcript': '朱军大势已去'}, {'transcript': '是不清大势已去'}, {'transcript': '诗经大势已去'}], 'final': True}"
90,dieskin_14001.wav,"{'alternative': [{'transcript': '不可能', 'confidence': 0.88128245}, {'transcript': '不可能这个卡呢'}, {'transcript': '不是这个'}, {'transcript': '不可能这个卡'}, {'transcript': '不是这个卡呢'}], 'final': True}"
91,dieskin_14002.wav,"{'alternative': [{'transcript': '好热啊好热啊', 'confidence': 0.96924251}, {'transcript': '好热啊热啊'}], 'final': True}"
92,dieskin_1403.wav,"{'alternative': [{'transcript': '医生职称晋404', 'confidence': 0.62503409}, {'transcript': '一升汽车镜404'}, {'transcript': '一升汽车境44'}, {'transcript': '医生磁场近似尼斯'}, {'transcript': '一升汽车竟死于斯'}], 'final': True}"
93,dieskin_1404.wav,"{'alternative': [{'transcript': '想不到竟藏身于权利的漩涡中', 'confidence': 0.89910716}, {'transcript': '想不到竟藏身于权力的漩涡中'}, {'transcript': '想不到竟丧生于权利的漩涡中'}, {'transcript': '想不到竟藏参与权利的漩涡中'}, {'transcript': '想不到心脏参与权利的漩涡中'}], 'final': True}"
94,dieskin_1405.wav,"{'alternative': [{'transcript': '亲亲节到穷途末路', 'confidence': 0.87066978}, {'transcript': '近亲结到穷途末路'}, {'transcript': '亲亲节的穷途末路'}, {'transcript': '近亲结的穷途末路'}, {'transcript': '近亲也到穷途末路'}], 'final': True}"
95,dieskin_1406.wav,"{'alternative': [{'transcript': '地下与02公相称臣惶恐先行一步', 'confidence': 0.87260979}, {'transcript': '陛下御02公相称臣惶恐先行一步'}, {'transcript': '毕夏与02公相称臣惶恐先行一步'}, {'transcript': '地下与02工相称臣惶恐先行一步'}, {'transcript': '陛下御02工相称臣惶恐先行一步'}], 'final': True}"
96,dieskin_1407.wav,"{'alternative': [{'transcript': '火麒肖强村级服务生', 'confidence': 0.84568298}, {'transcript': '火麒肖强村级服务顺'}, {'transcript': '火麒肖强村级服务盛'}, {'transcript': '火麒肖强村级服务称'}, {'transcript': '霍奇肖强村级服务生'}], 'final': True}"
97,dieskin_1502.wav,[]
98,dieskin_15102.wav,"{'alternative': [{'transcript': '谢谢不谢谢护士', 'confidence': 0.83065802}, {'transcript': '谢谢不谢谢虎和'}, {'transcript': '谢谢不谢谢不会'}, {'transcript': '性脆不谢谢护士'}, {'transcript': '谢谢不谢谢负荷'}], 'final': True}"
